高楼上谁穿着青袍眺望，就像望春台边随风飘扬的青旗。	青旂遥倚望春台	青山遥望下邳门	春旗已在望春台	旌旗遥倚望春台
因此燃着高高的蜡烛，不肯错过欣赏这海棠盛开的时机。	故烧高烛照红妆	曾烧银烛照红妆	故烧高烛照妆台	更烧高烛照红妆
月宫金色桂花树，从来就是花不落绽放飘香。	玉宫桂树花未落	玉树庭花曲未终	双株玉树未全花	庭前桂树花开未
柔风一吹，满屋都是蔷薇花的香气。	蔷薇风细一帘香	筠帘风细紫兰香	香澹蔷薇送好风	满架蔷薇一院香
碧清的美酒一杯又一杯。	碧酒时倾一两杯	强须倾酒一杯觞	寿酒何时举一杯	柏叶聊倾酒一杯
歌声嘹亮宛转绕云而飞。	歌曲自绕行云飞	高歌一曲行云遏	骊歌一曲乱云驰	郢歌声绕水云堤
秋风瑟瑟，柳影渐渐稀疏。	柳岸风来影渐疏	杨柳风微月渐多	柳摇别岸东风瘦	敧柳渐疏风外影
你们不要白白杀害南飞的孤鸿。	汝休枉杀南飞鸿	宾鸿犹欲岭南飞	衡南今亦有飞鸿	羡杀南来鸿雁影
现如今又传说你马上要上长安朝拜皇上。	复道朝天赴玉京	玉京固是朝天路	凫舄来朝会玉京	千里朝天上玉京
柳丝嫩绿，北方的大雁回故乡飞进深远的天空。	北雁归飞入窅冥	鸿雁飞飞向杳冥	孤鸿飞去入冥冥	心随一雁入空冥
如同汉代公主琵琶充满幽怨。	公主琵琶幽怨多	公主琵琶说怨偏	吴王不解琵琶怨	琵琶幽怨较谁多
太行王屋两座山究竟是怎么被移动的。	太行王屋何由动	如我太行王屋何	太行王屋竞嵯峨	太行王屋并堪移
在青楼之上醒来，看到这如烟春柳，我便极度忧愁起来。	有人愁煞柳如烟	烟花深似有愁人	系人频有柳如丝	苏堤莫诧柳如烟
真的是没钱来交纳租米。	的知无力输租米	不质田输折米钱	只输租赋更无他	输得逋租盈廪廥
不吝惜花费千金去买一把好刀。	不惜千金买宝刀	不惜千金剩买邻	千金不惜买文章	买交不惜千金产
长江边上的采石矶有李白的坟墓。	采石江边一堆土	采石江头白蟹肥	采石江边李白坟	采石江边月满船
星月交辉掩映山间雾朦胧。	星月掩映云曈昽	彩云高缬日曈昽	曈昽曙色映祥云	星光掩映云瞳朦
秋雨滴落梧桐叶场面寂寞更惨凄。	秋雨梧桐叶落时	梧桐叶落秋容早	秋雨梧桐退老时	梧桐叶落正新秋
满楼盛妆的少女胜过那美丽的吴娃。	满楼珠翠胜吴娃	画楼珠翠列娉婷	满目楼台形胜里	何须珠翠馆娃妃
这样的夜，如果只有皎洁的月，没有灿烂的灯，无以为春。	有月无灯不算春	二月无花不算春	今年无月亦无灯	客里有花不算春
垂柳一株，委身于永丰坊西南角的荒园中，因柔条极茂。	一树衰残委泥土	一树摧残几片存	万树残英委泥滓	于今憔悴委泥尘
牛啊牛，你只管吃草可千万不要斗。	牛牛食草莫相触	北风低草牛羊莫	牵牛无女莫相思	乌牛亦食江边草
曾参怎么会是杀人犯。	曾参岂是杀人者	始信曾参不杀人	岂得曾参亦杀人	我来岂是参禅者
诏书上如鸦的黑字新写着俺的名字。	诏黄新湿字如鸦	朝来新得字如龟	除墨犹新湿诏黄	诰黄新墨字如鸦
四月正是平地上百花凋零殆尽的时候。	人间四月芳菲尽	过尽人间百草芳	人间到处尽菲芳	谁言四月芳菲尽
追击瓦剌军队回来，已经是血染钢刀。	追北归来血洗刀	战罢归来血尚红	射猎归来血溅刀	献凯归来汗血流
明月在天上几回圆来几回缺？	月在青天几圆缺	月在青天影在溟	天上银蟾几缺圆	山月于今几圆缺
对着这当空的丽日，对着这暮春三月半。	白日当天三月半	三月吉日当十三	正月朝天三月回	白日当空天气暖
中泠泉畔南面巨大石山名号称盘陀。	中泠南畔石盘陀	坡陀石磴盘盘上	江绕盘陀石畔流	瀫江南畔石桥东
独驾小舟像范蠡那样泛游五湖。	独载扁舟向五湖	独棹扁舟钓五湖	笑买扁舟下五湖	扁舟独向五湖游
夜里城外下了一尺厚的大雪。	夜来城外一尺雪	江城雪夜深一尺	晓来碛中雪一丈	一夜满城三尺雪
在这凡俗世界里最终如同佛家说的大三灾中火劫后的余灰，人的四大形骸只是一个皮囊。	三轮世界犹灰劫	轮回世外三千界	世界原知万劫灰	修罗世界空三劫
天刚亮就骑马进入了宫门。	平明骑马入宫门	迟明骑马谒朱门	祗应骑马入承明	平明骑马入春风
低低的花和绿树掩映下的小楼。	低花树映小妆楼	榴花掩映在楼台	绿树高低似粉妆	万树桃花映小楼
天气寒冷，菲薄的淡酒，不能让我在一醉中沉浸。	天寒酒薄难成醉	莫嫌椰酒难成醉	春寒被酒难成醉	沽来酒薄难成醉
鹦鹉曾经来到吴江的岸边。	鹦鹉来过吴江水	鹦鹉洲前祢客过	鹦鹉飞来大海中	画舸来自吴江水
河水迅疾让归舟行驶更加容易。	容易归帆趁疾流	顺流容易逆流难	不许归帆趁晚潮	容易开帆不易收
一行白鹭直冲向蔚蓝的天空。	一行白鹭上青天	一片青天白鹭前	白鹭一行登碧霄	一行白鹭云间绕
经历了多次战乱的老翁住在一个破败的村庄里。	经乱衰翁居破村	避乱居江习礼村	不是衰翁爱索居	经乱衰亲添白发
那万里山河也是一片锦绣吧。	汉主山河锦绣中	汉主河山锦绣多	春在淮山锦绣中	簇簇山河锦绣中
游园宾客中有很多才华横溢的士子。	游梁赋客多风味	梁园赋客肯言才	宾客游梁赋雪雄	不为游梁称赋客
叹我听更鼓要去官署应卯。	嗟余听鼓应官去	定知闻健休官去	免听画鼓催朝去	良人昨日应官去
通往铜柱朱崖的道路艰险崎岖。	铜柱朱崖道路难	苔生铜柱象崖阴	铁岭金州道路难	桂郡珠崖道路遥
黄莺往来杨柳低垂。	黄鸟翩翩杨柳垂	翩翩黄鸟弄春阴	翩翩白马垂杨陌	青鸟翩翩发正垂
幽居在长安城南的少妇感到秋日里的夜晚特别漫长。	丹凤城南秋夜长	丹凤城南虚警跸	丹凤城南夜正长	丹凤城头风渐清
霜雪降下后方显得那么郁郁葱葱。	雪霜多后始青葱	直须霜雪见青葱	讵知雪压霜披后	青青偏称雪霜寒
远处幽静的沧洲袅起了白烟。	无事沧州起白烟	何事沧波弄白鸥	浪下三吴起白烟	无事沧洲起白烟
想读出声来又是那么难上口。	欲读嗟如钳在口	三旬不出口如钳	残缺欲读嗟难通	偶读君诗如在眼
剑佩声随早朝登阶趋步。	剑佩声随玉墀步	身拜彤墀佩玉声	双玉佩声随步武	剑佩声来合玉除
交河城边飞鸟早已断绝。	交河城边鸟飞绝	白马河边秋雁飞	天边孤鸟飞不尽	城边野水鸟初飞
不能在流传千年的史册上留名，我感到羞耻。	千年史册耻无名	千年汗简史家名	千年白简史臣留	青史无名端可耻
但请看一看晚年的气节，正如盛开的黄菊散放清香。	且看黄花晚节香	且看寒花晚节香	留得黄花晚节看	惟有黄花晚节香
芙蓉生长在这秋天的江边。	芙蓉生在秋江上	芙蓉江上秋将晚	芙蓉欲采秋江上	江上芙蓉秋自老
西宫中的夜晚非常清静，只有盛开在宫中庭院内的花朵悄悄地散布着阵阵香气。	西宫夜静百花香	夜静犹闻竹院香	松花夜静落寒香	千山夜静百花香
不禁悲从中来，忧伤满怀。	悲见生涯百忧集	老去生涯集百忧	我生之后百忧逢	一见心原断百忧
埋住两轮啊绊住四匹马。	霾两轮兮絷四马	仆足皲兮马蹄抏	车轮辗雪马行骄	埋轮絷马我无福
改为洗耳恭听了。	两女辍洗来趋风	一妪鸣金猫女趋	朝从玉女洗头来	一从玉女洗头罢
谙练一种时空的分身术，瞿塘峡。	瞿塘峡口曲江头	瞿唐峡口曲江头	瞿塘峡口江声急	重示瞿塘峡口图
就因为今年与敌人签订了和约，每年要贡上百万匹绸绢。	今岁和戎百万缣	今岁逢春万竹间	为说新宽百万征	岁岁江南百万来
得和失到头来都是由于天理。	得失到头皆物理	也知得失皆由命	万事到头终外物	万事到头皆有命
妻子吃惊女儿哭，探询：这是什么原因？	妻惊女哭问何如	男婚女嫁事何如	休从织女问如何	儿童惊问此何客
等到我死了你们就会想念我活着时候的狂态了。	我死诸君思此狂	我乃酒狂狂不得	我与诸公各醉狂	客馆逢君思欲狂
回环曲折穿栈道车队踏上了剑阁古道。	云栈萦纡登剑阁	云栈萦纡历𫐘轲	鸟道萦纡入剑门	梦同秋栈萦纡入
方圆千里鸟儿不敢飞来。	飞鸟千里不敢来	万里不来青鸟使	子来不惮千里远	千里云山飞不到
莫学卞和哭在荆山涕泪哀哀。	莫学荆山玉泪哀	荆山泣玉恨难胜	莫学龙山空落帽	疑是巫山垂玉泪
车盖上的凤嘴挂着流苏的车子从早到晚穿行于长安。	凤吐流苏带晚霞	一朵春云带晚霞	流水残云带晚霞	采石明霞带晚晴
西北风呼呼地刮了一夜，把那扇破门摇动得不停地响。	彻夜西风撼破扉	西风连日撼柴扉	彻夜严风撼树声	昨夜西风撼我扉
身穿苎麻布衣衫鬓发干涩又枯焦。	麻苎衣衫鬓发焦	纱帽筇枝鬓发苍	素衣缁尽鬓丝蓬	麻衣高座鬓毛斑
但哪有异族统治者能在中原传子传孙？	岂有逆胡传子孙	岂有酖人羊叔子	将军有书传子孙	藏书各有子孙传
明媚的月亮也出山了，好给游子照亮回家的路。	月出青山送行子	青山红树送君行	莫指青山管送行	青山答鼓送行舟
何必初见阴云，就要匆匆回家？	莫为轻阴便拟归	莫为轻阴便儗归	不须为米便归休	莫怪春来便归去
芳草有情碍马蹄不让我们走。	芳草有情皆碍马	芳草随君自有情	芳草有情萦客屐	芳草有情还绊马
辽东地方小孩儿们采制芦管。	辽东小儿采芦管	会就辽东管幼安	来作辽东管幼安	辽东小妇惯琵琶
鸟儿也飞不过吴天广又长。	鸟飞不到吴天长	鸟飞不尽碧天长	天远征鸿飞不到	雁飞不到楚天远
姑娘的黄绿色裙子与春草争绿。	麴尘裙与草争绿	才如池草争春绿	曲尘裙与草争绿	裙欺萱草轻盈绿
只好齐声合步吼起了拉船歌。	齐声腾踏牵船歌	仆夫牵缆和歌齐	齐声连路踏春歌	潮回齐唱发船歌
把天下搅得一塌糊涂，无法收拾。	颠倒四海由禄儿	颠倒皆由豢禄儿	醉倒四海支狂流	海内何由得二儿
鼓声如雷晒杂之声喧动了武昌。	雷鼓嘈嘈喧武昌	箫鼓嗷嘈士庶喧	殷雷笳鼓杂春声	雷鼓嘈嘈殷碧流
汉朝的气运已经衰落难以恢复。	运移汉祚终难复	成运将终忽改汉	福移汉祚难恢复	亦知汉祚难恢复
纵然是晴明天气里，残花落地犹觉得惆怅。	晴明落地犹惆怅	落日临高倍惆怅	落日寒鸦倍惆怅	何言落处堪惆怅
孤船帆影渐渐消失在碧空尽头。	孤帆远影碧空尽	孤帆远影碧山尽	夕阳帆影临空尽	极目征帆挂远空
起起伏伏是再正常不过，最后没有谁富贵也没有谁穷。	不曾富贵不曾穷	不曾教化不曾沽	不曾富贵不曾贫	不曾识字不曾忧
朝廷中分等授予官职，依赖着执政大臣。	朝廷列爵待公卿	汉廷良吏尽公卿	朝廷宠遇三公礼	朝列台端近上卿
像卧龙横卧雷霆不能惊。	卧龙偃蹇雷不惊	大壑鱼龙卧不惊	偃蹇不随龙起蛰	长松偃蹇苍龙卧
这里的胡人半数懂得弹琵琶。	胡人半解弹琵琶	自弹别调怨琵琶	玉楼人拨玉琵琶	水上有人弹琵琶
御河水面上人面杨柳互相辉映。	御沟春水相晖映	御沟春水碧于天	御沟春水浸成霞	一沟春水远相通
诚恳而来是为寻找通向世外桃源之路，既然如此。	殷勤为访桃源路	殷勤访我到江城	回头为问桃源客	何劳更访桃源路
蓬莱山离这儿不算太远，却无路可通。	蓬山此去无多路	桃源此去无多路	蓬莱此去无多路	仙源此去无多路
在花前送你一杯酒。	送却花前一尊酒	作饯花前酒一瓶	且尽花前酒一壶	送与西楼一尊酒
如果地面降水深一尺即可解除旱情，汴河水深一篙即可通航，等到大雨来临。	何当黄流与雨至	何当为雨滋三寸	何当一雨苏我苗	何当尽挽西流水
应该怜悯这位已是半死之人的白头老翁。	应怜半死白头翁	须怜半死白头翁	扶杖应怜未死翁	归来应是白头翁
坚守自己的志向和立场永不改变。	躲进小楼成一统	小楼才受一床横	躲进石头成一统	小楼一统自成王
忽然想起那长安的旧酒徒。	忽忆咸阳旧酒徒	客自高阳旧酒徒	身是咸阳旧酒徒	心忆高阳旧酒徒
黄云城边的乌鸦将要归巢了。	黄云城边乌欲栖	雁翅城边云欲歛	黄云城上栖乌曲	城头月明乌夜栖
其实也像反覆无常的小人。	亦同翻覆小人心	天心翻覆亦寻常	区区翻覆亦何人	翻覆人情秖自猜
南溪老人垂钓回来。	南谿老人重钓归	南溪老人垂钓归	约公归老钓鱼船	归作梁溪老钓翁
那得意忘形的两个骑马的人是谁啊。	翩翩两骑来是谁	星骑翩翩鹤诏来	翩翩胡骑入关游	翩翩珍骑曾来否
阳光照射到纱窗上，春风叩响了门扉。	日射纱窗风撼扉	日射竹窗风叶乱	风神轻撼碧纱窗	日射油窗特地明
四海的英侠们都争相追随。	四海雄侠皆相推	眼高四海眇奸雄	兵缠四海英雄得	英雄四海尽同心
在这客居之夜听到《折杨柳》的曲子。	此夜曲中闻折柳	心折此时杨柳曲	听到笛中吹折柳	更闻中夜袁郎曲
又在赶制冬天御寒的衣服了，白帝城上捣制寒衣的砧声一阵紧似一阵。	寒衣处处催刀尺	寒衣夫授催刀尺	刀尺声催尚葛衣	寒衣尚待烦刀尺
无论清晨还是傍晚忧愁还是快乐总有它的陪伴。	晨昏忧乐每相亲	晨昏侍奉莫相离	弟兄归老乐相亲	一年忧乐稍相寻
早朝结束还须为皇帝写诏书。	朝罢须裁五色诏	五色綵毫裁凤诏	五色丝纶贪草诏	裁罢明光诏五色
山人一心前往嵩阳路。	山人好去嵩阳路	闻道山人庐阜去	宜阳南路是仙山	道山亭即山阳路
听画角声声凄惨欲绝，萦绕在这泊舟近处的岳阳城。	角声凄断岳阳城	夕阳城上角声催	肠断城头画角声	断猿残笛岳阳楼
千年石床上响起了鬼工吝啬的哭声。	千岁石床啼鬼工	几堆顽石鬼神护	鬼神护此千秋石	千家鬼馁啸阴磷
肌肤丰润胖瘦适中身材匀称。	肌理细腻骨肉匀	骨肉调匀粉墨浓	雪边肌体更清匀	玉腻绵香细骨躯
木笔花却刚刚开始绽放。	木笔犹开第一花	新纪春开第一花	细草犹开一两花	最后方开第一花
雨水暴涨，不见了水流石上的波纹。	积雨浮舟减石鳞	雨后鳞鳞涨鸭头	雨涨玉虹滩石减	积雨肥波送客舟
棠梨花儿开了，社酒已酿得浓浓。	棠梨花开社酒浓	海棠花间杏花开	棠梨花开春雨香	棠梨花白菜花黄
轮台城头夜里吹起号角。	轮台城头夜吹角	莫遣城头吹画角	城头鼓角夜乌惊	月满城头夜吹角
夜深了，月光和砧声穿进帘栊，更使人联想到征人在外，勾起了绵绵的离恨和相思。	无奈夜长人不寐	夜长不寐思吾友	夜漏渐长愁不寐	可奈夜深浑不寐
汉军就屯扎在轮台北境。	汉军屯在轮台北	沙场西北汉军孤	塞北今朝屯汉军	汉家版宇过轮台
洛阳的大道上便几乎没了行人。	洛阳陌上人行绝	青槐陌上人行绝	夕阳陌上无人度	洛阳陌上埋轮气
做梦回到家乡，梦中不知道远隔千山万水，道路漫漫。	归梦不知山水长	归梦不知湖水阔	归梦不知乡树远	归梦不知江水遥
北周军队进占晋阳的战报已被传出。	已报周师入晋阳	新报王师复洛阳	已赚君亲走晋阳	捷书已报还师近
我们都拿着短笛和长鞭。	共拈短笛与长鞭	共携短策与长镵	齐吹短笛跨牛归	付与渔郎短笛声
