高楼上谁穿着青袍眺望，就像望春台边随风飘扬的青旗。	青旂遥倚望春台	青山遥望下邳门	春旗已在望春台	旌旗遥倚望春台
她的婢女捧上黄金的盘子，里面盛着烹制精细的鲤鱼。	侍女金盘脍鲤鱼	为羡清尊脍鲤鱼	金盘飞脍进银鳞	金盘斫脍鲤鱼肥
不要想身外无数的事情。	莫思身外无穷事	自馀身外无穷事	退之身外无穷事	反思身外无穷事
彩色的腰带与纤细的腰肢相得益彰。	纤腰宜宝袜	纤腰束罗襦	纤腰卷翠裙	纤腰间长袖
长途跋涉来到边疆。	长驱登塞垣	长风度关塞	长沙接塞垣	将军出塞垣
主人持酒相劝，相祝身体健康。	主人奉觞客长寿	长奉主人千岁乐	主人爱客千金寿	主人敬客奉觞酒
今天拂晓就伴着湘江两岸的明媚春色远行。	晓行湘水春	独行湘水深	日暮行湘水	舟行湘水间
西施五月曾在此采莲。	五月西施采	南风五月多	五月采菰麻	五月西湖上
连绵起伏的山脉与层层翠染的幽林送来隆隆雨声。	万壑千林送雨声	万壑千峰送客舟	万壑松涛送雨声	千林万壑寂无声
卢照邻和骆宾王四杰在当时的时代条件下，他们的作品已经达到最高的造诣。	轻薄为文哂未休	风雨相轻恨未休	轻薄为文莫浪猜	为语儿曹休自薄
为何偏把西方一角烘烤！	何事偏烘西一隅	西郎何事面西方	生成偏僻一隅地	偏隅景物亦何嫌
高车丽服显贵塞满京城。	冠盖满京华	冠盖京华满	冠盖满华京	倾盖聚京华
才明白旧友的情意有多好。	知君旧时好	知君是好贤	知君同感旧	知郎旧时意
天高地远秋来气爽风柔。	秋明空旷间	秋空自明迥	秋思满空明	秋野已澄旷
去年米贵军粮缺乏。	去年米贵阙军食	年丰米谷上街贱	去年今日城中价	今年米贵无钱籴
希望对弱女多多相帮。	幸愿相依傍	香火愿相依	千顷幸相依	禅寂愿相依
听说每天鸡鸣时分在这可以看到旭日升起。	闻说鸡鸣见日升	日日鸡鸣催日出	鸡唱朝闻见日巅	曾说闻鸡先见日
宛如身有双翼。	飒若羽翼生	若为生羽翼	翻思生羽翼	安得生羽翼
如果能活到七十岁，尚有万余日，期待能与您在弈棋中消磨时光。	浮生七十更万日，与子期于局上销。	浮生四十九俱非，楼上行藏与愿违。	浮生日月无多子，时过千休复万休。	浮生七十今三十，已是人间半世人。
能分得秋波的颜色。	割得秋波色	秋江色色新	秋色满沧波	添得秋空色
但在今天人们大多已不去弹奏了。	今人多不弹	今与新人弹	不堪今日弹	今人不好事
请问现在为什么这样紧急调兵。	借问此何为	借问尔何意	借问此何许	借问此何谁
又像在弯腰而舞，郁金裙子正争相回旋。	折腰争舞郁金裙	细腰争舞郁金裙	郁金裙转舞腰新	泥金折损舞衣罗
双双行驰在洛阳的街头巷陌。	双行洛阳陌	却在洛阳陌	秋风洛阳陌	行看洛阳陌
人间又见古代真正神马“乘黄”。	人间又见真乘黄	又向人间见此模	写出人间真乘黄	貌得人间真乘黄
你曾经就任西畿县县令，三年下来，马不生膘。	曾宰西畿县，三年马不肥。	蓟北三年客，常愁马足尘。	官居不惜日，宰县动三年。	曾是南荆地，他年竹马迎。
自以为他有仙风道骨。	自是君身有仙骨	知君自有灵仙骨	君身自是有仙骨	玉龙自是神仙骨
看到雪白如云的山峰就知道已经到了早晨。	山似白云朝	山水白云朝	山隐白云层	山带白云阴
三顾茅庐频繁的商论天下大计。	三顾频烦天下计	三顾岂无天下计	宠光向晚频烦下	三顾频烦下草庐
纵然战死还留下侠骨芬芳。	纵死犹闻侠骨香	永劫应闻侠骨香	身死犹闻侠骨香	忠臣虽死骨犹香
龙种与布衣相比，自然来得高雅。	龙种自与常人殊	蕊宫自与人间异	云英自与世姬殊	天潢龙种与人殊
怎能说他在智勇双全上稍差？	岂曰非智勇	邵子岂无勇	岂不曰勇敢	岂不由贤智
将军接受赐盘叩拜皇恩回归。	盘赐将军拜舞归	天华拜舞君王赐	敕赐黄金拜舞归	一自将军赐剑归
她用能弹出美妙声音的手拨动黄金做的杆拨。	黄金杆拨春风手	黄金锁断薰风起	黄金屋里春风面	新声不用黄金拨
我们抛开心头的杂念而开怀畅饮。	共倾三昧酒	遐观酒共倾	共倾黄菊酒	聊倾三昧酒
冰冷的翡翠被里谁与君王同眠？	翡翠衾寒谁与共	翡翠衾寒几度春	翡翠衾寒怅独眠	帐冷衾寒怨阿谁
你头上的角啊，皇帝有用要征收。	官家截尔头上角	自家头上不曾饶	崭然头角翁家儿	腰上葫芦头上羽
像吕尚垂钓溪，闲待东山再起。	闲来垂钓碧溪上	垂钓溪门月上时	能来把钓溪台上	晚来闲上钓鳊槎
凯旋收兵，从此休兵，胡汉人民都乐其太平。	休兵乐事多	休夸乐事多	常年乐事多	时平乐事多
女巫的脸色仿佛由鬼神主宰，喜怒不时在变幻。	神嗔神喜师更颜	老师更说神灵事	鬼神阴怒见嗔颜	精神拜舞龙颜喜
秋风中跨战马纵横驰骋， 收复了大散关捷报频传。	铁马秋风大散关	秋风匹马入榆关	秋风骏马大梁城	匹马秋风大散关
买马防秋塞上秋草已黄。	防秋塞草黄	北塞草色黄	难防塞草秋	天寒塞草黄
汉代扬雄，仕途失意后，甘于寂寞，年年岁岁潜心著书，终于以文章名世。	寂寂寥寥扬子居，年年岁岁一床书。	寂寂寥寥扬子居，云山相对一床书。	寂寂寥寥扬子居，自收云药读仙书。	寂寂孤灯照一龛，壮年心事老年谙。
皇恩浩荡如果准许留在太学。	圣恩若许留太学	圣恩若许求帷盖	圣主恩深又许还	圣主恩深太宰还
辽阔的远方哪里还有中国的疆土！	天涯何处是神州	何处天涯何处家	天涯何处是红尘	何处天涯是乡国
愁满心怀常使我悲苦啊。	愁悄悄之常悲兮	羁愁悄悄成危坐	忧心悄悄亦何为	适我愠于心悄悄
万树桃花掩映着小楼。	万树桃花映小楼	万树桃花两岸齐	千树桃花映粉楼	万树桃花锦一川
隔着辽阔的大江唯有频频回首。	江阔惟回首	间阔长回首	江上日回首	楚江回首望
《桃叶歌》表达了爱情，《竹枝词》诉说着哀愁。	桃叶传情竹枝怨	桃叶有情还唤渡	桃叶竹枝无限意	柳枝桃叶入春情
银河两岸的流云们，调皮地模仿着水声叮咚。	银浦流云学水声	银浦流云入绮寮	银浦流云入梦香	学听流云作水声
池塘中的这只鹤是鹤中稀有的品种。	池中此鹤鹤中稀	不见此中猿鹤侣	溪中放鹤洞中棋	山中异鹤曾惊矢
有人传话说您游江东去了。	有人传道游江东	有伊洛间传道功	有人高唱大江东	闻道将游东鲁地
黄师塔前那一江的碧波春水滚滚向东流，温暖的春天使人困倦，只想倚着春风小憩。	黄师塔前江水东，春光懒困倚微风。	言偃宅前湖水东，千门杨柳绿摇风。	南浦春深江树远，东风人懒柳丝牵。	章江门外江水西，南浦亭前春日低。
口里依旧哼着开元盛世的太平歌曲。	犹唱开元太平曲	此是开元太平曲	把秧犹唱太平歌	谁料开元太平曲
这些马真该让王良挟着鞭子赶上青天，为什么要俯首拉车，留在人间？	王良挟策飞上天，何必俯首服短辕？	武王曾此奋天戈，继世其如出狩何。	祖宗马上得天下，弓矢斯张何可忘。	送子不须秦策赠，凭君铁面驭驹辕。
祢衡才高为什么得不到施展。	才高竟何施	高义竟何如	材力竟何施	高才噤不施
绫花绫罗衣裳映衬暮春风光。	绣罗衣裳照暮春	春风吹上绣罗衣	绣罗新制舞衣鲜	绣衣金带照青春
你看那些健壮的大笋都是奇伟非凡之材。	君看母笋是龙材	坐看母竹长龙材	使君兼是世龙孙	请君来看化龙枝
回想过去的事更加感到悲辛。	怀故逾悲辛	怀旧恐兴悲	怀旧重悲辛	旧事入悲辛
策马赶到兰台，像随风飘转的蓬蒿。	走马兰台类转蓬	走马兰台类断蓬	西风骑马转蓬前	匹马飘然似转蓬
听歌看舞淹留在豪华﹑珍贵的玳瑁宴席。	歌舞淹留玳瑁筵	绮馆留宾玳瑁筵	曾醉王孙玳瑁筵	清歌妙舞玳筵开
微微风里波涛万顷阵阵荡漾起细鳞。	微风万顷靴文细	苹叶微风动细波	且看微风作细涟	靴文万顷夕风柔
如果醉卧在沙扬上，也请你不要笑话，古来出外打仗的能有几人返回家乡？	醉卧沙场君莫笑，古来征战几人回？	回乐风高终古在，但看征战几人回。	百战沙场老此身，长楸宫草几回春。	醉杀休论官不调，古来迁客几人还。
在羯鼓争催的情况下，弦歌并起，舞姿柔曼，柳宠花娇。	玉奴弦索花奴手	手中白羽趁花奴	玉奴手上诗情好	玉奴何必减花奴
全天下各地区千万座城池。	天下郡国向万城	代郡城中十万家	天兵十万下东国	天津城下万艘屯
他在遥远的北方牧羊，艰苦万分。	牧羊边地苦	牧马动边情	寒生边地苦	宫地牧牛羊
得了钱我们往来相见。	得钱即相觅	无钱难觅酒	敲时即得钱	有兴即相寻
她那动听的歌声又岂会在人间听闻。	歌声岂合世间闻	莫遣高歌世上闻	何意声名世外闻	声闻宁藉世间音
敌人下了命令说，有会奏艺的可以保全性命，有些人便争相献技或者歌唱。	逡巡下令艺者全，争献小技歌且吹。	筵前百戏总逡巡，角底鱼龙且让新。	嗟尔戎功能永念，虽歌小毖亦和鸣。	下笔便为齐物论，大家命酒且高歌。
您也归家渡过了渭桥。	君亦归家渡渭桥	去日同君过渭桥	我亦携家向海滨	甚欲移家渡江水
长满青草的小道像少女的绿色裙腰弯弯斜斜。	草绿裙腰一道斜	裙腰草色趁阶斜	草绿裙腰一径开	裙腰一道翠烟迷
绽出嫩芽一片嫩黄比丝柔软。	嫩于金色软于丝	软于吹絮细于丝	软于春絮腻于膏	嫩于春笋白于霜
将军的手冻得拉不开弓。	将军角弓不得控	腰间角弓不可张	有个将军不得名	将军弓箭不离身
一直到深夜才打道回府。	欢赏夜方归	期欢半夜来	邀欢子夜初	贪欢夜未归
人事兴亡已经过了千年。	兴亡已千载	兴亡几千载	兴亡千古在	废兴千载事
双鹅飞出洛阳兆示凶像。	双鹅飞洛阳	双鹅朝戏浦	双凫飞赤县	飞飞洛阳道
我整日坐在空荡荡的书屋，沉默不语，愁绪难奈。	空斋不语坐高舂	高斋夜坐语喃喃	独坐空斋听叶啸	高斋不语四山空
你能卫足让我惭愧。	惭君能卫足	葵虽能卫足	昔惭葵卫足	知君能自勖
沿墙绕柱东看西樵寻找你的题诗。	循墙绕柱觅君诗	吟着君诗绕树行	坏墙闲觅十年题	绕柱巡墙尚有人
创作诗文最忌讳坦荡的命途。	文章憎命达	文章真性命	文章憎命途	文章命渐微
人有多次贫困的时候。	人有七贫时	人贫惟有爱	人有看宫时	仕有为贫时
宦官骑马飞驰不敢扬起灰尘。	黄门飞鞚不动尘	黄门飞鞚到天坛	游骑飞缰不动尘	使轺飞鞚不惊尘
我忽然来到了庞公隐居之地。	忽到庞公栖隐处	忽辨庞公栖隐处	欲识先生栖隐处	来到梁鸿栖隐地
怕是难以再见。	凤笙去去无穷已	凤凰已去无遗响	凤笙龙管杳无声	凤笙去去无边已
你们怎么能诋毁中伤我的道义所在。	尔辈何伤吾道在	吾道何伤举世非	顾己自知吾道在	尔辈何劳尚世情
十岁到野外踏青。	十岁去踏青	相邀踏青去	去踏青山道	日出踏青去
有人在渭桥的西边刺杀官吏。	探丸借客渭桥西	探丸直向杜陵北	借问板桥驴背客	中州岂借探丸客
贺兰山下战士们列阵如云。	贺兰山下阵如云	贺兰山下少行人	玉台山下草如茵	贺兰山下阵云横
替我告诉乘车去西园游赏的人们。	为谢西园车马客	好谢门前车马客	东园车马盛淹留	为问洛阳车马客
忽然感觉犹如往年回家，在蔡渡等船，风吹野草，雨打沙滩，我立马在渭河岸边。	忽似往年归蔡渡，草风沙雨渭河边。	归来不记河源路，风雾凄凄月满山。	江清沙白湘阴路，却似当年访戴回。	宛似昔年严濑口，五更风雨宿溪船。
精心挑选，供给天子的御马监。	岁时翦刷供帝闲	租赋无供丰岁闲	屡裁御府岁时供	薄田岁岁聊供祀
出洞后他不顾隔山隔水。	出洞无论隔山水	出山泉水休云浊	洞隔水帘迷绝境	流水下山人出洞
做这贫苦清寒的官，还不如你我在梦中随那南飞的秋雁，回到东湖，过那自由悠闲的归隐生活啊。	梦随秋雁到东湖	梦随飞橹到江头	梦随鸿雁到天涯	梦随流水到西湖
友人登程东去已望不见。	须臾望君不可见	怀君乐事不可见	望君不见复何情	望君不见心彷徨
七元星君坛前布满清幽的月光。	朝斗坛前山月幽	星斗阑干山月斜	子晋庙前山月明	月满石坛朝斗罢
乳鸦鸣啭，她也始终不为所动，真诚奉道。	落红满地乳鸦啼	满地残红落乳鸦	落红满地花初歇	黄花落尽乱鸦啼
如今，已不再是当年横戈马上，军中赋诗的光景，可时时刻刻魂绕梦萦的，仍是那古时的梁州！	横槊赋诗非复昔，梦魂犹绕古梁州。	祇为登高乏足力，梦魂犹绕子湖还。	强起题诗寄健足，梦魂飞逐古恩州。	弱竹旧曾调六管，梦魂今古断舒州。
红手帕都让她的眼泪湿透了。	红巾拭泪生氤氲	红巾不蘸儒生泪	红巾拭泪贵新花	微风巾袂细氤氲
又左迁至湟水之畔。	左迁湟水湄	言遵越水湄	执手水之湄	且滞水之湄
吴国裁缝刀剪巧妙，缝制出七彩舞衣，明妆丽服可夺春晖。	吴刀剪彩缝舞衣，明妆丽服夺春晖。	妆额浅深知内样，舞衣裁剪胜京华。	画柱彩绳喧笑乐，艳妆丽服角鲜明。	吴刀剪彩缝舞衣，明妆丽服夺春辉。
路上的行人在观看墓前的石麟。	陌上行人看石麟	陌上行人汗如雨	马上行人看不厌	犹看陌上别行人
鄄都的大路旁，柳枝像妙龄女郎在蹁跹起舞。	郢路更参差	山晚更参差	参差花更繁	线绕参差路
您的言论全是为着国家的中兴。	言皆在中兴	尽在五言中	寓言皆比兴	不在话言中
如意正把我面颊托支。	如意方支颐	随意独支颐	支颐独无语	静胜但支颐
又有文星送入坟墓中来。	又送文星入夜台	忍送文星上碧天	目送文星彻上台	又有文星入紫微
你终于想起改变自己的游荡生活，要争取功名。	发愤去函谷	发愤巡江塔	发轫自旸谷	靡怀函谷败
身体渐瘦衣带越来越要收紧。	身瘦带频减	带移频觉瘦	水减溪身瘦	腰瘦带先知
一年中只有这一次。	一年惟一度	一年梅一度	三年一度来	一年仍一年
可事过境迁，只留下遗憾和叹息。	故绕池边树	水绕湖边树	绿绕村边树	鸟宿池边树
人与天共老。	寿与天齐倾	山寿与天齐	直欲与天齐	直上与天齐
玄宗出奔，折断金鞭又累死九马。	金鞭断折九马死	九折羊肠万马登	九马如飞不用鞭	金鞭折柳不肯下
黄昏时愁思不已传来胡笳的悲音。	愁思胡笳夕	胡笳愁不闻	愁思乱悲笳	乡愁起暮笳
她为什么要独守空闺呢。	胡为守空闺	独抆守空闺	置妾守空楼	几年守空帏
而这个时候从邻居那边传来的杵声在寂静的秋夜里显得那么清晰急促。	邻杵夜声急	夜静虫声急	邻杵数声移	砧杵声声急
凄怆地离别了亲爱的朋友。	凄凄去亲爱	凄凄临去袂	凄凄去所亲	凄凄念终养
